Elephant & Castle Underground Station,Lambeth North Underground Station,Waterloo Underground Station,Embankment Underground Station,Charing Cross Underground Station,Piccadilly Circus Underground Station,Oxford Circus Underground Station,Regent's Park Underground Station,Baker Street Underground Station,Marylebone Underground Station,Edgware Road (Bakerloo) Underground Station,Paddington Underground Station,Warwick Avenue Underground Station,Maida Vale Underground Station,Kilburn Park Underground Station,Queen's Park Underground Station,Kensal Green Underground Station,Willesden Junction Underground Station,Harlesden Underground Station,Stonebridge Park Underground Station,Wembley Central Underground Station,North Wembley Underground Station,South Kenton Underground Station,
Kenton Underground Station,Harrow & Wealdstone Underground Station
